Compound_name;Filename;Dilution;Concentration (M) in the separate mixes;SMILES;ret_time;Peak_Area;conc_M;MW;IC;Peak_Area_IC;slope;intercept;pH;mode
Cyanazine;2021062101-pH10-M-2ppm-FS;1000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;830118941.652402;3.1850000000000004e-6;240.693;148.65652851173022;123402600117.87761;87975802796606780;-3697728085.283064;10;positive
Monocrotophos;2021062101-pH10-M-005ppm-FS;50;7.59e-5;C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC;4.7066803;26343586.7822913;1.8975000000000001e-7;223.164;109.56097571930029;2886229071.813897;17552745795119036;-383471550.96606827;10;positive
Monocrotophos;2021062101-pH10-M-01ppm-FS;100;7.59e-5;C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC;4.7066803;62299320.3769571;3.7950000000000003e-7;223.164;109.56097571930029;6825574327.148706;17552745795119036;-383471550.96606827;10;positive
Monocrotophos;2021062101-pH10-M-05ppm-FS;500;7.59e-5;C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC;4.7066803;292555209.109629;1.8975e-6;223.164;109.56097571930029;32052634161.81488;17552745795119036;-383471550.96606827;10;positive
Monocrotophos;2021062101-pH10-M-1ppm-FS;1000;7.59e-5;C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC;4.7066803;607995518.300321;3.795e-6;223.164;109.56097571930029;66612582217.94486;17552745795119036;-383471550.96606827;10;positive
Monocrotophos;2021062101-pH10-M-2ppm-FS;2000;7.59e-5;C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC;4.7066803;1235052640.70347;7.59e-6;223.164;109.56097571930029;135313572380.17058;17552745795119036;-383471550.96606827;10;positive
Aniline;2021062101-pH10-M-1ppm-FS;1000;1.75143e-4;NC1=CC=CC=C1;4.9436827;2325807.65126174;8.75715e-6;93.126;107.03023674386638;248931743.53523985;44187909901990.93;-138028411.66298014;10;positive
Aniline;2021062101-pH10-M-2ppm-FS;2000;1.75143e-4;NC1=CC=CC=C1;4.9436827;5941236.02898506;1.75143e-5;93.126;107.03023674386638;635891898.7334596;44187909901990.93;-138028411.66298014;10;positive
Chlorthalidone;2021062101-pH10-M-01ppm-FS;100;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0425591;15244.2301664516;2.395e-7;338.766;163.91282509047957;2498724.8329125936;36385827988130.91;-8947300.996220462;10;positive
Chlorthalidone;2021062101-pH10-M-05ppm-FS;500;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0425591;181241.53467803;1.1975e-6;338.766;163.91282509047957;29707811.97281002;36385827988130.91;-8947300.996220462;10;positive
Chlorthalidone;2021062101-pH10-M-1ppm-FS;1000;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0425591;490395.141513563;2.395e-6;338.766;163.91282509047957;80382053.05613363;36385827988130.91;-8947300.996220462;10;positive
Chlorthalidone;2021062101-pH10-M-2ppm-FS;2000;4.79e-5;O=S(=O)(N)c1c(Cl)ccc(c1)C2(O)c3ccccc3C(=O)N2;5.0425591;1236584.02285949;4.79e-6;338.766;163.91282509047957;202691980.6486492;36385827988130.91;-8947300.996220462;10;positive
Phenazone;2021062101-pH10-M-005ppm-FS;50;7.91e-5;CN1N(C(=O)C=C1C)c1ccccc1;5.630413;228273294.028802;1.9775000000000003e-7;188.226;113.6148658399935;25935239675.93573;99928553057426690;8994346424.799492;10;positive
Phenazone;2021062101-pH10-M-01ppm-FS;100;7.91e-5;CN1N(C(=O)C=C1C)c1ccccc1;5.630413;454945434.801394;3.9550000000000007e-7;188.226;113.6148658399935;51688564539.47789;99928553057426690;8994346424.799492;10;positive
Phenazone;2021062101-pH10-M-05ppm-FS;500;7.91e-5;CN1N(C(=O)C=C1C)c1ccccc1;5.630413;1815348381.62668;1.9775e-6;188.226;113.6148658399935;206250562831.36456;99928553057426690;8994346424.799492;10;positive
Phenazone;2021062101-pH10-M-1ppm-FS;1000;7.91e-5;CN1N(C(=O)C=C1C)c1ccccc1;5.630413;3081009871.05561;3.955e-6;188.226;113.6148658399935;350048523151.67883;99928553057426690;8994346424.799492;10;positive
Phenazone;2021062101-pH10-M-2ppm-FS;2000;7.91e-5;CN1N(C(=O)C=C1C)c1ccccc1;5.630413;5544929698.40042;7.91e-6;188.226;113.6148658399935;629986443775.9594;99928553057426690;8994346424.799492;10;positive
Quinoxaline;2021062101-pH10-M-005ppm-FS;50;1.12173e-4;C1=CC=C2N=CC=NC2=C1;6.0030269;158516.563006081;2.804325e-7;130.147;109.71078617493941;17390976.749146465;124342758548090.84;-14910334.927849477;10;positive
Quinoxaline;2021062101-pH10-M-01ppm-FS;100;1.12173e-4;C1=CC=C2N=CC=NC2=C1;6.0030269;526098.318926221;5.60865e-7;130.147;109.71078617493941;57718660.174709715;124342758548090.84;-14910334.927849477;10;positive
Quinoxaline;2021062101-pH10-M-05ppm-FS;500;1.12173e-4;C1=CC=C2N=CC=NC2=C1;6.0030269;3039501.65880549;2.804325e-6;130.147;109.71078617493941;333466116.5675828;124342758548090.84;-14910334.927849477;10;positive
Quinoxaline;2021062101-pH10-M-1ppm-FS;1000;1.12173e-4;C1=CC=C2N=CC=NC2=C1;6.0030269;6853730.54422157;5.60865e-6;130.147;109.71078617493941;751928166.2377437;124342758548090.84;-14910334.927849477;10;positive
Quinoxaline;2021062101-pH10-M-2ppm-FS;2000;1.12173e-4;C1=CC=C2N=CC=NC2=C1;6.0030269;16550114.2218562;1.12173e-5;130.147;109.71078617493941;1815726042.5648892;124342758548090.84;-14910334.927849477;10;positive
fluconazole;2021062101-pH10-M-005ppm-FS;50;4.86e-5;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;5.9439836;1066878.27509742;1.2150000000000002e-7;306.271;117.81658666400456;125695956.75795887;1584785756954174.5;-75886397.36198255;10;positive
fluconazole;2021062101-pH10-M-01ppm-FS;100;4.86e-5;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;5.9439836;2538325.07641294;2.4300000000000005e-7;306.271;117.81658666400456;299056796.34662116;1584785756954174.5;-75886397.36198255;10;positive
fluconazole;2021062101-pH10-M-05ppm-FS;500;4.86e-5;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;5.9439836;15708799.6717871;1.2150000000000002e-6;306.271;117.81658666400456;1850757157.9185913;1584785756954174.5;-75886397.36198255;10;positive
fluconazole;2021062101-pH10-M-1ppm-FS;1000;4.86e-5;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;5.9439836;35404616.8748149;2.4300000000000005e-6;306.271;117.81658666400456;4171251112.3375077;1584785756954174.5;-75886397.36198255;10;positive
fluconazole;2021062101-pH10-M-2ppm-FS;2000;4.86e-5;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;5.9439836;87630833.9495464;4.860000000000001e-6;306.271;117.81658666400456;10324365742.455727;1584785756954174.5;-75886397.36198255;10;positive
Imidacloprid;2021062101-pH10-M-005ppm-FS;50;8.17e-5;[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1;6.1779214;804304.574660661;2.0425e-7;255.661;148.64674382693883;119557256.06841828;763573114509878;-43854566.25503029;10;positive
Imidacloprid;2021062101-pH10-M-01ppm-FS;100;8.17e-5;[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1;6.1779214;1746970.89852961;4.085e-7;255.661;148.64674382693883;259681535.62684807;763573114509878;-43854566.25503029;10;positive
Imidacloprid;2021062101-pH10-M-05ppm-FS;500;8.17e-5;[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1;6.1779214;10203217.2572026;2.0425e-6;255.661;148.64674382693883;1516675021.8419962;763573114509878;-43854566.25503029;10;positive
Imidacloprid;2021062101-pH10-M-1ppm-FS;1000;8.17e-5;[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1;6.1779214;22321099.3561576;4.085e-6;255.661;148.64674382693883;3317958737.930408;763573114509878;-43854566.25503029;10;positive
Imidacloprid;2021062101-pH10-M-2ppm-FS;2000;8.17e-5;[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1;6.1779214;57286372.3241059;8.17e-6;255.661;148.64674382693883;8515432711.636008;763573114509878;-43854566.25503029;10;positive
Chloridazon;2021062101-pH10-M-005ppm-FS;50;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.2168483;38796711.1930902;1.8150000000000003e-7;221.643;148.73761779327944;5770530401.074097;27647442140288264;1297862482.8551366;10;positive
Chloridazon;2021062101-pH10-M-01ppm-FS;100;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.2168483;80325306.005697;3.6300000000000006e-7;221.643;148.73761779327944;11947394663.803574;27647442140288264;1297862482.8551366;10;positive
Chloridazon;2021062101-pH10-M-05ppm-FS;500;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.2168483;345640886.794012;1.8150000000000002e-6;221.643;148.73761779327944;51409802113.69792;27647442140288264;1297862482.8551366;10;positive
Chloridazon;2021062101-pH10-M-1ppm-FS;1000;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.2168483;604539705.449347;3.6300000000000004e-6;221.643;148.73761779327944;89917795649.98671;27647442140288264;1297862482.8551366;10;positive
Chloridazon;2021062101-pH10-M-2ppm-FS;2000;7.26e-5;ClC(=C(N)C=N1)C(=O)N1-c(ccc2)cc2;6.2168483;1137936264.26776;7.260000000000001e-6;221.643;148.73761779327944;169253929147.77032;27647442140288264;1297862482.8551366;10;positive
Benzylamine;2021062101-pH10-M-005ppm-FS;50;1.45962e-4;C1=CC=C(C=C1)CN;6.3536452;6884376.63809912;3.64905e-7;107.153;108.28550946410986;745478231.5993791;2138677653860258.5;194743649.84250778;10;positive
Benzylamine;2021062101-pH10-M-01ppm-FS;100;1.45962e-4;C1=CC=C(C=C1)CN;6.3536452;18598624.4543588;7.2981e-7;107.153;108.28550946410986;2013961524.371895;2138677653860258.5;194743649.84250778;10;positive
Benzylamine;2021062101-pH10-M-05ppm-FS;500;1.45962e-4;C1=CC=C(C=C1)CN;6.3536452;73603342.0691648;3.6490500000000002e-6;107.153;108.28550946410986;7970175394.22066;2138677653860258.5;194743649.84250778;10;positive
Benzylamine;2021062101-pH10-M-1ppm-FS;1000;1.45962e-4;C1=CC=C(C=C1)CN;6.3536452;137240705.398152;7.2981000000000005e-6;107.153;108.28550946410986;14861179703.2527;2138677653860258.5;194743649.84250778;10;positive
Benzylamine;2021062101-pH10-M-2ppm-FS;2000;1.45962e-4;C1=CC=C(C=C1)CN;6.3536452;267198364.529041;1.4596200000000001e-5;107.153;108.28550946410986;28933711031.004147;2138677653860258.5;194743649.84250778;10;positive
Trimethoprim;2021062101-pH10-M-005ppm-FS;50;5.08e-5;c1(Cc2c(nc(N)nc2)N)cc(c(OC)c(c1)OC)OC;6.70513;61283033.9622553;1.27e-7;290.318;118.82692944909901;7282074753.059649;49409335562272144;2088891037.7138357;10;positive
Trimethoprim;2021062101-pH10-M-01ppm-FS;100;5.08e-5;c1(Cc2c(nc(N)nc2)N)cc(c(OC)c(c1)OC)OC;6.70513;133436835.258952;2.54e-7;290.318;118.82692944909901;15855889409.226538;49409335562272144;2088891037.7138357;10;positive
Trimethoprim;2021062101-pH10-M-05ppm-FS;500;5.08e-5;c1(Cc2c(nc(N)nc2)N)cc(c(OC)c(c1)OC)OC;6.70513;544519009.824984;1.2700000000000001e-6;290.318;118.82692944909901;64703521964.16662;49409335562272144;2088891037.7138357;10;positive
Trimethoprim;2021062101-pH10-M-1ppm-FS;1000;5.08e-5;c1(Cc2c(nc(N)nc2)N)cc(c(OC)c(c1)OC)OC;6.70513;940357560.474087;2.5400000000000002e-6;290.318;118.82692944909901;111739801495.3812;49409335562272144;2088891037.7138357;10;positive
Trimethoprim;2021062101-pH10-M-2ppm-FS;2000;5.08e-5;c1(Cc2c(nc(N)nc2)N)cc(c(OC)c(c1)OC)OC;6.70513;1568242035.69434;5.0800000000000005e-6;290.318;118.82692944909901;186349385734.56274;49409335562272144;2088891037.7138357;10;positive
Triethyl_phosphate;2021062101-pH10-M-005ppm-FS;50;9.41e-5;CCOP(=O)(OCC)OCC;6.9561865;59296971.3758841;2.3525e-7;182.155;107.81179449671814;6392912892.254595;25566270197503164;703787273.7701999;10;positive
Triethyl_phosphate;2021062101-pH10-M-01ppm-FS;100;9.41e-5;CCOP(=O)(OCC)OCC;6.9561865;121496208.638445;4.705e-7;182.155;107.81179449671814;13098724277.858423;25566270197503164;703787273.7701999;10;positive
Triethyl_phosphate;2021062101-pH10-M-05ppm-FS;500;9.41e-5;CCOP(=O)(OCC)OCC;6.9561865;564017793.846875;2.3525e-6;182.155;107.81179449671814;60807770482.71162;25566270197503164;703787273.7701999;10;positive
Triethyl_phosphate;2021062101-pH10-M-1ppm-FS;1000;9.41e-5;CCOP(=O)(OCC)OCC;6.9561865;1073904275.95571;4.705e-6;182.155;107.81179449671814;115779547108.48389;25566270197503164;703787273.7701999;10;positive
Triethyl_phosphate;2021062101-pH10-M-2ppm-FS;2000;9.41e-5;CCOP(=O)(OCC)OCC;6.9561865;2010209868.98495;9.41e-6;182.155;107.81179449671814;216724333290.28012;25566270197503164;703787273.7701999;10;positive
Irbesartan;2021062101-pH10-M-005ppm-FS;50;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;7.0137715;48894660.5984089;9.025000000000002e-8;428.529;134.1519329088546;6559313228.198968;74066113912669710;481347244.6438546;10;positive
Irbesartan;2021062101-pH10-M-01ppm-FS;100;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;7.0137715;108329368.705039;1.8050000000000003e-7;428.529;134.1519329088546;14532594202.576965;74066113912669710;481347244.6438546;10;positive
Irbesartan;2021062101-pH10-M-05ppm-FS;500;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;7.0137715;501298796.02172;9.025000000000001e-7;428.529;134.1519329088546;67250202451.19537;74066113912669710;481347244.6438546;10;positive
Irbesartan;2021062101-pH10-M-1ppm-FS;1000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;7.0137715;867774692.442062;1.8050000000000003e-6;428.529;134.1519329088546;116413652320.48944;74066113912669710;481347244.6438546;10;positive
Irbesartan;2021062101-pH10-M-2ppm-FS;2000;3.61e-5;CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1;7.0137715;1538878001.85389;3.6100000000000006e-6;428.529;134.1519329088546;206443458459.61526;74066113912669710;481347244.6438546;10;positive
Butylamine;2021062101-pH10-M-05ppm-FS;500;2.293e-4;CCCCN;7.3184388;47795971.7072047;5.7325e-6;73.137;104.81813566673978;5009884646.729438;1101388699594004.6;-2116838130.9514294;10;positive
Butylamine;2021062101-pH10-M-1ppm-FS;1000;2.293e-4;CCCCN;7.3184388;88639863.3681735;1.1465e-5;73.137;104.81813566673978;9291065224.006487;1101388699594004.6;-2116838130.9514294;10;positive
Butylamine;2021062101-pH10-M-2ppm-FS;2000;2.293e-4;CCCCN;7.3184388;224622491.419099;2.293e-5;73.137;104.81813566673978;23544510779.36821;1101388699594004.6;-2116838130.9514294;10;positive
Glimepiride;2021062101-pH10-M-005ppm-FS;50;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;7.4848139;334190.144121982;7.750000000000001e-8;490.616;140.0348551962855;46798268.44014753;686927867986597.25;-7768508.051092327;10;positive
Glimepiride;2021062101-pH10-M-01ppm-FS;100;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;7.4848139;732343.61201358;1.5500000000000002e-7;490.616;140.0348551962855;102553631.66224636;686927867986597.25;-7768508.051092327;10;positive
Glimepiride;2021062101-pH10-M-05ppm-FS;500;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;7.4848139;3678704.60413849;7.750000000000001e-7;490.616;140.0348551962855;515146866.55044216;686927867986597.25;-7768508.051092327;10;positive
Glimepiride;2021062101-pH10-M-1ppm-FS;1000;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;7.4848139;7578436.25453806;1.5500000000000002e-6;490.616;140.0348551962855;1061245223.5185174;686927867986597.25;-7768508.051092327;10;positive
Glimepiride;2021062101-pH10-M-2ppm-FS;2000;3.1e-5;CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O;7.4848139;16563674.8856197;3.1000000000000004e-6;490.616;140.0348551962855;2319491814.1261053;686927867986597.25;-7768508.051092327;10;positive
Benzothiazole;2021062101-pH10-M-005ppm-FS;50;1.28706e-4;S1C=NC2=CC=CC=C12;7.994933;764396.195849735;3.21765e-7;135.186;113.78444825684981;86976399.39439702;286028099453989.06;-19193110.773402702;10;positive
Benzothiazole;2021062101-pH10-M-01ppm-FS;100;1.28706e-4;S1C=NC2=CC=CC=C12;7.994933;1309246.70075811;6.4353e-7;135.186;113.78444825684981;148971913.4778625;286028099453989.06;-19193110.773402702;10;positive
Benzothiazole;2021062101-pH10-M-05ppm-FS;500;1.28706e-4;S1C=NC2=CC=CC=C12;7.994933;7935286.21099363;3.21765e-6;135.186;113.78444825684981;902912163.2780985;286028099453989.06;-19193110.773402702;10;positive
Benzothiazole;2021062101-pH10-M-1ppm-FS;1000;1.28706e-4;S1C=NC2=CC=CC=C12;7.994933;15899136.5562652;6.4353e-6;135.186;113.78444825684981;1809074480.814947;286028099453989.06;-19193110.773402702;10;positive
Benzothiazole;2021062101-pH10-M-2ppm-FS;2000;1.28706e-4;S1C=NC2=CC=CC=C12;7.994933;35880239.5656002;1.28706e-5;135.186;113.78444825684981;4082613262.2954116;286028099453989.06;-19193110.773402702;10;positive
Monuron;2021062101-pH10-M-005ppm-FS;50;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.20843769999999;2695578.51123292;1.8425000000000003e-7;198.649;146.69677498313112;395432674.3116993;2642856467219359;-74365136.48740944;10;positive
Monuron;2021062101-pH10-M-01ppm-FS;100;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.20843769999999;6263392.81647736;3.6850000000000005e-7;198.649;146.69677498313112;918819526.6297392;2642856467219359;-74365136.48740944;10;positive
Monuron;2021062101-pH10-M-05ppm-FS;500;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.20843769999999;32672527.0085498;1.8425000000000001e-6;198.649;146.69677498313112;4792954342.703504;2642856467219359;-74365136.48740944;10;positive
Monuron;2021062101-pH10-M-1ppm-FS;1000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.20843769999999;59911041.8333112;3.6850000000000003e-6;198.649;146.69677498313112;8788756622.826208;2642856467219359;-74365136.48740944;10;positive
Monuron;2021062101-pH10-M-2ppm-FS;2000;7.37e-5;C(N(C)C)(Nc1ccc(Cl)cc1)=O;8.20843769999999;106675403.282524;7.370000000000001e-6;198.649;146.69677498313112;15648937631.571192;2642856467219359;-74365136.48740944;10;positive
Phenylethylamine;2021062101-pH10-M-005ppm-FS;50;1.23838e-4;c1ccc(cc1)CCN;8.2665039;27144628.9752015;3.0959500000000004e-7;121.18;109.47197092363885;2971576033.9062233;9642404657620640;158556013.91970825;10;positive
Phenylethylamine;2021062101-pH10-M-01ppm-FS;100;1.23838e-4;c1ccc(cc1)CCN;8.2665039;55917194.5179658;6.191900000000001e-7;121.18;109.47197092363885;6121365492.40221;9642404657620640;158556013.91970825;10;positive
Phenylethylamine;2021062101-pH10-M-05ppm-FS;500;1.23838e-4;c1ccc(cc1)CCN;8.2665039;277258049.190304;3.0959500000000004e-6;121.18;109.47197092363885;30351985099.305786;9642404657620640;158556013.91970825;10;positive
Phenylethylamine;2021062101-pH10-M-1ppm-FS;1000;1.23838e-4;c1ccc(cc1)CCN;8.2665039;545365410.301413;6.191900000000001e-6;121.18;109.47197092363885;59702226339.27466;9642404657620640;158556013.91970825;10;positive
Phenylethylamine;2021062101-pH10-M-2ppm-FS;2000;1.23838e-4;c1ccc(cc1)CCN;8.2665039;1081356030.52602;1.2383800000000002e-5;121.18;109.47197092363885;118378175931.846;9642404657620640;158556013.91970825;10;positive
Simazine;2021062101-pH10-M-005ppm-FS;50;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.1507235;41789231.4324911;2.0325000000000002e-7;201.657;144.9222584181196;6056189796.754082;29767252276459756;883015003.4082286;10;positive
Simazine;2021062101-pH10-M-01ppm-FS;100;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.1507235;96396853.3343502;4.0650000000000005e-7;201.657;144.9222584181196;13970049689.614275;29767252276459756;883015003.4082286;10;positive
Simazine;2021062101-pH10-M-05ppm-FS;500;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.1507235;422815159.797916;2.0325e-6;201.657;144.9222584181196;61275327851.33212;29767252276459756;883015003.4082286;10;positive
Simazine;2021062101-pH10-M-1ppm-FS;1000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.1507235;650550221.376157;4.065e-6;201.657;144.9222584181196;94279207296.24036;29767252276459756;883015003.4082286;10;positive
Simazine;2021062101-pH10-M-2ppm-FS;2000;8.13e-5;c1(nc(nc(n1)Cl)NCC)NCC;8.1507235;1274614910.75544;8.13e-6;201.657;144.9222584181196;184720071480.08835;29767252276459756;883015003.4082286;10;positive
Cyanazine;2021062101-pH10-M-005ppm-FS;50;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;13551261.32169937;1.5925000000000003e-7;240.693;148.65652851173022;2014483465.0391092;87975802796606780;-3697728085.283064;10;positive
Cyanazine;2021062101-pH10-M-01ppm-FS;100;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;34132981.20590609;3.1850000000000005e-7;240.693;148.65652851173022;5074090493.826131;87975802796606780;-3697728085.283064;10;positive
Cyanazine;2021062101-pH10-M-05ppm-FS;500;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;179277097.0588987;1.5925000000000002e-6;240.693;148.65652851173022;26650710890.436398;87975802796606780;-3697728085.283064;10;positive
Cyanazine;2021062101-pH10-M-1ppm-FS;1000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;372858645.3770739;3.1850000000000004e-6;240.693;148.65652851173022;55427871847.34209;87975802796606780;-3697728085.283064;10;positive
Cyanazine;2021062101-pH10-M-2ppm-FS;2000;6.37e-5;CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N;8.4225528;830118941.652402;6.370000000000001e-6;240.693;148.65652851173022;123402600117.87761;87975802796606780;-3697728085.283064;10;positive
Iminostilbene;2021062101-pH10-M-005ppm-FS;50;7.93e-5;c1cc2Nc3ccccc3\C=C/c2cc1;8.8502204;1069105.622230566;1.9825000000000002e-7;193.244;116.69838176384211;124762896.04893257;3962052959957771.5;-211451768.08187935;10;positive
Iminostilbene;2021062101-pH10-M-01ppm-FS;100;7.93e-5;c1cc2Nc3ccccc3\C=C/c2cc1;8.8502204;2156075.789085472;3.9650000000000004e-7;193.244;116.69838176384211;251610555.54647353;3962052959957771.5;-211451768.08187935;10;positive
Iminostilbene;2021062101-pH10-M-05ppm-FS;500;7.93e-5;c1cc2Nc3ccccc3\C=C/c2cc1;8.8502204;12877621.94506963;1.9825e-6;193.244;116.69838176384211;1502797641.9561665;3962052959957771.5;-211451768.08187935;10;positive
Iminostilbene;2021062101-pH10-M-1ppm-FS;1000;7.93e-5;c1cc2Nc3ccccc3\C=C/c2cc1;8.8502204;27428583.26070725;3.965e-6;193.244;116.69838176384211;3200871280.5993443;3962052959957771.5;-211451768.08187935;10;positive
Iminostilbene;2021062101-pH10-M-2ppm-FS;2000;7.93e-5;c1cc2Nc3ccccc3\C=C/c2cc1;8.8502204;57216723.72427878;7.93e-6;193.244;116.69838176384211;6677099068.452167;3962052959957771.5;-211451768.08187935;10;positive
Atraton;2021062101-pH10-M-005ppm-FS;50;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.8884639;337304926.495025;1.8000000000000002e-7;211.264;112.56076309063684;37967299920.51118;160872082623097900;12157073643.119623;10;positive
Atraton;2021062101-pH10-M-01ppm-FS;100;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.8884639;653967808.456247;3.6000000000000005e-7;211.264;112.56076309063684;73611115556.54659;160872082623097900;12157073643.119623;10;positive
Atraton;2021062101-pH10-M-05ppm-FS;500;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.8884639;2677073880.06697;1.8000000000000001e-6;211.264;112.56076309063684;301333478790.35016;160872082623097900;12157073643.119623;10;positive
Atraton;2021062101-pH10-M-1ppm-FS;1000;7.2e-5;COc1nc(NCC)nc(NC(C)C)n1;8.8884639;4332789135.42799;3.6000000000000003e-6;211.264;112.56076309063684;487702051394.5952;160872082623097900;12157073643.119623;10;positive
